"search_string","unique_name","approximate_match","score","ott_id","is_synonym","flags","number_matches","Class","Phylum","Kingdom","Order"
"moniliellales","Moniliellales",FALSE,1,5665731,FALSE,"barren",1,NA,NA,"Fungi","Moniliellales"
"golubeviales","Golubeviales",FALSE,1,6382793,FALSE,"barren, merged",1,NA,NA,"Fungi","Golubeviales"
"robbauerales","Robbauerales",FALSE,1,5985883,FALSE,"barren, merged",1,NA,NA,"Fungi","Robbauerales"
"ceraceosorales","Ceraceosorales",FALSE,1,650869,FALSE,"",1,NA,NA,"Fungi","Ceraceosorales"
"microstromatales","Microstromatales",FALSE,1,854455,FALSE,"",1,NA,NA,"Fungi","Microstromatales"
"tilletiales","Tilletiales",FALSE,1,754234,FALSE,"",1,NA,NA,"Fungi","Tilletiales"
"entylomatales","Entylomatales",FALSE,1,754235,FALSE,"",1,NA,NA,"Fungi","Entylomatales"
"georgefischeriales","Georgefischeriales",FALSE,1,754229,FALSE,"",1,NA,NA,"Fungi","Georgefischeriales"
"doassansiales","Doassansiales",FALSE,1,754230,FALSE,"",1,NA,NA,"Fungi","Doassansiales"
"exobasidiales","Exobasidiales",FALSE,1,611406,FALSE,"",1,NA,NA,"Fungi","Exobasidiales"
"violaceomycetales","Violaceomycetales",FALSE,1,5985913,FALSE,"sibling_higher",1,NA,NA,"Fungi","Violaceomycetales"
"urocystidales","Urocystales",FALSE,1,231165,TRUE,"sibling_higher",1,NA,NA,"Fungi","Urocystales"
"ustilaginales","Ustilaginales",FALSE,1,451296,FALSE,"",1,NA,NA,"Fungi","Ustilaginales"
"spiculogloeales","Spiculogloeales",FALSE,1,140038,FALSE,"",1,NA,NA,"Fungi","Spiculogloeales"
"tritirachiales","Tritirachiales",FALSE,1,19507,FALSE,"",1,NA,NA,"Fungi","Tritirachiales"
"mixiales","Mixiales",FALSE,1,46201,FALSE,"",1,NA,NA,"Fungi","Mixiales"
"cyphobasidiales","Cyphobasidiales",FALSE,1,6382600,FALSE,"",1,NA,NA,"Fungi","Cyphobasidiales"
"naohideales","Naohideales",FALSE,1,1093627,FALSE,"",1,NA,NA,"Fungi","Naohideales"
"erythrobasidiales","Erythrobasidiales",FALSE,1,1093628,FALSE,"",1,NA,NA,"Fungi","Erythrobasidiales"
"cystobasidiales","Cystobasidiales",FALSE,1,679586,FALSE,"",1,NA,NA,"Fungi","Cystobasidiales"
"cryptomycocolacales","Cryptomycocolacales",FALSE,1,731358,FALSE,"",1,NA,NA,"Fungi","Cryptomycocolacales"
"classiculales","Classiculales",FALSE,1,679587,FALSE,"",1,NA,NA,"Fungi","Classiculales"
"atractiellales","Atractiellales",FALSE,1,564638,FALSE,"",1,NA,NA,"Fungi","Atractiellales"
"pachnocybales","Pachnocybales",FALSE,1,97578,FALSE,"",1,NA,NA,"Fungi","Pachnocybales"
"helicobasidiales","Helicobasidiales",FALSE,1,46200,FALSE,"",1,NA,NA,"Fungi","Helicobasidiales"
"platygloeales","Platygloeales",FALSE,1,23274,FALSE,"",1,NA,NA,"Fungi","Platygloeales"
"pucciniales","Pucciniales",FALSE,1,234865,FALSE,"",1,NA,NA,"Fungi","Pucciniales"
"septobasidiales","Septobasidiales",FALSE,1,758160,FALSE,"",1,NA,NA,"Fungi","Septobasidiales"
"kriegeriales","Kriegeriales",FALSE,1,661206,FALSE,"",1,NA,NA,"Fungi","Kriegeriales"
"sporidiobolales","Sporidiobolales",FALSE,1,268839,FALSE,"",1,NA,NA,"Fungi","Sporidiobolales"
"leucosporidiales","Leucosporidiales",FALSE,1,654933,FALSE,"",1,NA,NA,"Fungi","Leucosporidiales"
"microbotryales","Microbotryales",FALSE,1,162055,FALSE,"",1,NA,NA,"Fungi","Microbotryales"
"heterogastridiales","Heterogastridiales",FALSE,1,585412,FALSE,"",1,NA,NA,"Fungi","Heterogastridiales"
"agaricostilbales","Agaricostilbales",FALSE,1,1021910,FALSE,"",1,NA,NA,"Fungi","Agaricostilbales"
"bartheletiales","Bartheletiales",FALSE,1,7526616,FALSE,"barren",1,NA,NA,"Fungi","Bartheletiales"
"dacrymycetales","Dacrymycetales",FALSE,1,17233,FALSE,"",1,NA,NA,"Fungi","Dacrymycetales"
"trichosporonales","Trichosporonales",FALSE,1,5292183,FALSE,"",1,NA,NA,"Fungi","Trichosporonales"
"holtermanniales","Holtermanniales",FALSE,1,871800,FALSE,"",1,NA,NA,"Fungi","Holtermanniales"
"filobasidiales","Filobasidiales",FALSE,1,747035,FALSE,"",1,NA,NA,"Fungi","Filobasidiales"
"cystofilobasidiales","Cystofilobasidiales",FALSE,1,849463,FALSE,"",1,NA,NA,"Fungi","Cystofilobasidiales"
"tremellales","Tremellales",FALSE,1,183800,FALSE,"",1,NA,NA,"Fungi","Tremellales"
"archaeorhizomycetales","Archaeorhizomycetales",FALSE,1,600878,FALSE,"",1,NA,NA,"Fungi","Archaeorhizomycetales"
"neolectales","Neolectales",FALSE,1,75871,FALSE,"",1,NA,NA,"Fungi","Neolectales"
"taphrinales","Taphrinales",FALSE,1,698728,FALSE,"",1,NA,NA,"Fungi","Taphrinales"
"schizosaccharomycetales","Schizosaccharomycetales",FALSE,1,508517,FALSE,"",1,NA,NA,"Fungi","Schizosaccharomycetales"
"pneumocystales","Pneumocystales",FALSE,1,8002560,FALSE,"barren, sibling_higher, merged",1,NA,NA,"Fungi","Pneumocystales"
"hysterangiales","Hysterangiales",FALSE,1,822494,FALSE,"sibling_higher",1,NA,NA,"Fungi","Hysterangiales"
"gomphales","Gomphales",FALSE,1,822495,FALSE,"sibling_higher",1,NA,NA,"Fungi","Gomphales"
"geastrales","Geastrales",FALSE,1,99774,FALSE,"sibling_higher",1,NA,NA,"Fungi","Geastrales"
"phallales","Phallales",FALSE,1,723279,FALSE,"sibling_higher",1,NA,NA,"Fungi","Phallales"
"lepidostromatales","Lepidostromatales",FALSE,1,5670489,FALSE,"sibling_higher",1,NA,NA,"Fungi","Lepidostromatales"
"amylocorticiales","Amylocorticiales",FALSE,1,498637,FALSE,"sibling_higher",1,NA,NA,"Fungi","Amylocorticiales"
"jaapiales","Jaapiales",FALSE,1,447968,FALSE,"sibling_higher",1,NA,NA,"Fungi","Jaapiales"
"atheliales","Atheliales",FALSE,1,822499,FALSE,"sibling_higher",1,NA,NA,"Fungi","Atheliales"
"boletales","Boletales",FALSE,1,207725,FALSE,"sibling_higher",1,NA,NA,"Fungi","Boletales"
"agaricales","Agaricales",FALSE,1,8364,FALSE,"sibling_higher",1,NA,NA,"Fungi","Agaricales"
"orbiliales","Orbiliales",FALSE,1,972723,FALSE,"sibling_higher",1,NA,NA,"Fungi","Orbiliales"
"pezizales","Pezizales",FALSE,1,880969,FALSE,"sibling_higher",1,NA,NA,"Fungi","Pezizales"
"saccharomycetales","Saccharomycetales",FALSE,1,4085960,FALSE,"sibling_higher",1,"Saccharomycetes","Ascomycota","Fungi","Saccharomycetales"
"saccharomycetales","Saccharomycetales",FALSE,1,4085960,FALSE,"sibling_higher",1,"Saccharomycetes","Ascomycota","Fungi ","Saccharomycetales"
"candelariales","Candelariales",FALSE,1,418461,FALSE,"sibling_higher",1,NA,NA,"Fungi","Candelariales"
"xylobotryales","Xylobotryales",FALSE,1,7520900,FALSE,"barren",1,NA,NA,"Fungi","Xylobotryales"
"coniocybales","Coniocybales",FALSE,1,418372,FALSE,"sibling_higher",1,NA,NA,"Fungi","Coniocybales"
"xylonales","Xylonomycetales",FALSE,1,118005,TRUE,"",1,NA,NA,"Fungi","Xylonomycetales"
"geoglossales","Geoglossales",FALSE,1,949246,FALSE,"sibling_higher",1,NA,NA,"Fungi","Geoglossales"
"lichinales","Lichinales",FALSE,1,723008,FALSE,"sibling_higher",1,NA,NA,"Fungi","Lichinales"
"herpomycetales","Herpomycetales",FALSE,1,7516452,FALSE,"barren, merged",1,NA,NA,"Fungi","Herpomycetales"
"pyxidiophorales","Pyxidiophorales",FALSE,1,501507,FALSE,"",1,NA,NA,"Fungi","Pyxidiophorales"
"laboulbeniales","Laboulbeniales",FALSE,1,820103,FALSE,"",1,NA,NA,"Fungi","Laboulbeniales"
"micraspidales","Micraspides",TRUE,0.818181812763214,2970896,FALSE,"",1,NA,NA,"Animalia","Micraspides"
"chaetomellales","Chattonellales",TRUE,0.857142865657806,936628,FALSE,"barren, merged",5,NA,NA,"Protista","Chattonellales"
"leotiales","Leotiales",FALSE,1,5261770,FALSE,"",1,NA,NA,"Fungi","Leotiales"
"phacidiales","Phacidiales",FALSE,1,5347590,FALSE,"barren, inconsistent",1,NA,NA,"Fungi","Phacidiales"
"triblidiales","Triblidiales",FALSE,1,4089395,FALSE,"sibling_higher",1,NA,NA,"Fungi","Triblidiales"
"thelebolales","Thelebolales",FALSE,1,947091,FALSE,"",1,NA,NA,"Fungi","Thelebolales"
"medeolariales","Medeolariales",FALSE,1,1055612,FALSE,"sibling_higher",1,NA,NA,"Fungi","Medeolariales"
"rhytismatales","Rhytismatales",FALSE,1,68613,FALSE,"",1,NA,NA,"Fungi","Rhytismatales"
"cyttariales","Cyttariales",FALSE,1,68617,FALSE,"",1,NA,NA,"Fungi","Cyttariales"
"helotiales","Helotiales",FALSE,1,51652,FALSE,"",1,NA,NA,"Fungi","Helotiales"
"erysiphales","Erysiphales",FALSE,1,728374,FALSE,"",1,NA,NA,"Fungi","Erysiphales"
"collemopsidiales","Collemopsidiales",FALSE,1,5977175,FALSE,"barren",1,NA,NA,"Fungi","Collemopsidiales"
"lichenostigmatales","Lichenostigmatales",FALSE,1,5221631,FALSE,"sibling_higher",1,NA,NA,"Fungi","Lichenostigmatales"
"arthoniales","Arthoniales",FALSE,1,124640,FALSE,"sibling_higher",1,NA,NA,"Fungi","Arthoniales"
"acarosporales","Acarosporales",FALSE,1,5502,FALSE,"sibling_higher",1,NA,NA,"Fungi","Acarosporales"
"cryptocaliciales","Exobasidiales",TRUE,0.8125,611406,FALSE,"",1,NA,NA,"Fungi","Exobasidiales"
"coryneliales","Coryneliales",FALSE,1,123361,FALSE,"",1,NA,NA,"Fungi","Coryneliales"
"sclerococcales","Sclerococcales",FALSE,1,7515535,FALSE,"barren, merged",1,NA,NA,"Fungi","Sclerococcales"
"mycocaliciales","Mycocaliciales",FALSE,1,534180,FALSE,"sibling_higher",1,NA,NA,"Fungi","Mycocaliciales"
"onygenales","Onygenales",FALSE,1,958134,FALSE,"sibling_higher",1,NA,NA,"Fungi","Onygenales"
"eurotiales","Eurotiales",FALSE,1,800595,FALSE,"sibling_higher",1,NA,NA,"Fungi","Eurotiales"
"phaeomoniellales","Phaeomoniellales",FALSE,1,5673780,FALSE,"sibling_higher",1,NA,NA,"Fungi","Phaeomoniellales"
"verrucariales","Verrucariales",FALSE,1,822362,FALSE,"sibling_higher",1,NA,NA,"Fungi","Verrucariales"
"pyrenulales","Pyrenulales",FALSE,1,975958,FALSE,"sibling_higher",1,NA,NA,"Fungi","Pyrenulales"
"chaetothyriales","Chaetothyriales",FALSE,1,537959,FALSE,"sibling_higher",1,NA,NA,"Fungi","Chaetothyriales"
"koralionastetales","Koralionastetales",FALSE,1,1047458,FALSE,"sibling_higher",1,NA,NA,"Fungi","Koralionastetales"
"lulworthiales","Lulworthiales",FALSE,1,90655,FALSE,"sibling_higher",1,NA,NA,"Fungi","Lulworthiales"
"xylariales","Xylariales",FALSE,1,565288,FALSE,"sibling_higher",1,NA,NA,"Fungi","Xylariales"
"cephalothecales","Cephalothecaceae",TRUE,0.8125,649020,FALSE,"",2,NA,NA,"Fungi","Cephalothecaceae"
"xenospadicoidales","Xenospadicoidales",FALSE,1,7520263,FALSE,"barren, sibling_higher, merged",1,NA,NA,"Fungi","Xenospadicoidales"
"annulatascales","Annulatascales",FALSE,1,5980598,FALSE,"sibling_higher",1,NA,NA,"Fungi","Annulatascales"
"myrmecridiales","Myrmecridiales",FALSE,1,5982356,FALSE,"sibling_higher",1,NA,NA,"Fungi","Myrmecridiales"
"togniniales","Togniniales",FALSE,1,5982580,FALSE,"barren, sibling_higher, merged",1,NA,NA,"Fungi","Togniniales"
"magnaporthales","Magnaporthales",FALSE,1,42109,FALSE,"sibling_higher",1,NA,NA,"Fungi","Magnaporthales"
"coniochaetales","Coniochaetales",FALSE,1,516157,FALSE,"sibling_higher",1,NA,NA,"Fungi","Coniochaetales"
"chaetosphaeriales","Chaetosphaeriales",FALSE,1,778723,FALSE,"sibling_higher",1,NA,NA,"Fungi","Chaetosphaeriales"
"boliniales","Boliniales",FALSE,1,936977,FALSE,"sibling_higher",1,NA,NA,"Fungi","Boliniales"
"calosphaeriales","Calosphaeriales",FALSE,1,157076,FALSE,"sibling_higher",1,NA,NA,"Fungi","Calosphaeriales"
"ophiostomatales","Ophiostomatales",FALSE,1,7519674,FALSE,"sibling_higher",1,NA,NA,"Fungi","Ophiostomatales"
"sordariales","Sordariales",FALSE,1,153813,FALSE,"sibling_higher",1,"Sordariomycetes","Ascomycota","Fungi","Sordariales"
"phyllachorales","Phyllachorales",FALSE,1,552883,FALSE,"sibling_higher",1,NA,NA,"Fungi","Phyllachorales"
"diaporthales","Diaporthales",FALSE,1,103002,FALSE,"sibling_higher",1,NA,NA,"Fungi","Diaporthales"
"fuscosporellales","Fuscosporellales",FALSE,1,7517986,FALSE,"barren, sibling_higher, merged",1,NA,NA,"Fungi","Fuscosporellales"
"falcocladiales","Falcocladiales",FALSE,1,5980957,FALSE,"barren, sibling_higher, merged",1,NA,NA,"Fungi","Falcocladiales"
"torpedosporales","Torpedosporales",FALSE,1,5982581,FALSE,"barren, sibling_higher, merged",1,NA,NA,"Fungi","Torpedosporales"
"pleurotheciales","Pleurotheciales",FALSE,1,5982425,FALSE,"sibling_higher",1,NA,NA,"Fungi","Pleurotheciales"
"conioscyphales","Conioscyphales",FALSE,1,5980655,FALSE,"sibling_higher",1,NA,NA,"Fungi","Conioscyphales"
"savoryellales","Savoryellales",FALSE,1,84640,FALSE,"sibling_higher",1,NA,NA,"Fungi","Savoryellales"
"glomerellales","Glomerellales",FALSE,1,705320,FALSE,"sibling_higher",1,NA,NA,"Fungi","Glomerellales"
"melanosporales","Melanosporales",FALSE,1,515679,FALSE,"sibling_higher",1,NA,NA,"Fungi","Melanosporales"
"coronophorales","Coronophorales",FALSE,1,488250,FALSE,"sibling_higher",1,NA,NA,"Fungi","Coronophorales"
"microascales","Microascales",FALSE,1,464775,FALSE,"sibling_higher",1,NA,NA,"Fungi","Microascales"
"hypocreales","Hypocreales",FALSE,1,728371,FALSE,"sibling_higher",1,NA,NA,"Fungi","Hypocreales"
"venturiales","Venturiales",FALSE,1,139093,FALSE,"sibling_higher",1,NA,NA,"Fungi","Venturiales"
"mytilinidiales","Mytilinidiales",FALSE,1,946774,FALSE,"sibling_higher",1,NA,NA,"Fungi","Mytilinidiales"
"jahnulales","Jahnulales",FALSE,1,709563,FALSE,"sibling_higher",1,NA,NA,"Fungi","Jahnulales"
"hysteriales","Hysteriales",FALSE,1,109863,FALSE,"sibling_higher",1,NA,NA,"Fungi","Hysteriales"
"pleosporales","Pleosporales",FALSE,1,18194,FALSE,"sibling_higher",1,NA,NA,"Fungi","Pleosporales"
"racodiales","Codiales",TRUE,0.75,5584503,FALSE,"barren",1,NA,NA,"Plantae","Codiales"
"mycosphaerellales","Mycosphaerellales",FALSE,1,8003214,FALSE,"barren, merged",1,NA,NA,"Fungi","Mycosphaerellales"
"cladosporiales","Cladosporites",TRUE,0.846153855323792,4114675,FALSE,"extinct, major_rank_conflict, incertae_sedis",4,NA,NA,"Bacteria","Cladosporites"
"comminutisporales","Comminutispora",TRUE,0.785714268684387,981670,FALSE,"",1,NA,NA,"Bacteria","Comminutispora"
"capnodiales","Capnodiales",FALSE,1,208367,FALSE,"sibling_higher",1,NA,NA,"Fungi","Capnodiales"
"myriangiales","Myriangiales",FALSE,1,1063917,FALSE,"sibling_higher",1,NA,NA,"Fungi","Myriangiales"
"dothideales","Dothideales",FALSE,1,406068,FALSE,"sibling_higher",1,NA,NA,"Fungi","Dothideales"
"umbilicariales","Umbilicariales",FALSE,1,5296863,FALSE,"sibling_higher",1,NA,NA,"Fungi","Umbilicariales"
"rhizocarpales","Rhizocarpales",FALSE,1,5296864,FALSE,"sibling_higher",1,NA,NA,"Fungi","Rhizocarpales"
"lecideales","Lecideales",FALSE,1,5296865,FALSE,"sibling_higher",1,NA,NA,"Fungi","Lecideales"
"leprocaulales","Leprocaulales",FALSE,1,5348892,FALSE,"sibling_higher",1,NA,NA,"Fungi","Leprocaulales"
"caliciales","Caliciales",FALSE,1,4065499,FALSE,"sibling_higher",1,NA,NA,"Fungi","Caliciales"
"peltigerales","Peltigerales",FALSE,1,294632,FALSE,"sibling_higher",1,NA,NA,"Fungi","Peltigerales"
"teloschistales","Teloschistales",FALSE,1,1001393,FALSE,"sibling_higher",1,NA,NA,"Fungi","Teloschistales"
"lecanorales","Lecanorales",FALSE,1,306155,FALSE,"sibling_higher",1,NA,NA,"Fungi","Lecanorales"
"trapeliales","Trapeliales",FALSE,1,5296868,FALSE,"sibling_higher",1,NA,NA,"Fungi","Trapeliales"
"sarrameanales","Sarrameanales",FALSE,1,5980162,FALSE,"sibling_higher",1,NA,NA,"Fungi","Sarrameanales"
"hymeneliales","Hymeneliales",FALSE,1,5673830,FALSE,"sibling_higher",1,NA,NA,"Fungi","Hymeneliales"
"arctomiales","Arctomiales",FALSE,1,5673831,FALSE,"sibling_higher",1,NA,NA,"Fungi","Arctomiales"
"baeomycetales","Baeomycetales",FALSE,1,418466,FALSE,"sibling_higher",1,NA,NA,"Fungi","Baeomycetales"
"pertusariales","Pertusariales",FALSE,1,744207,FALSE,"sibling_higher",1,NA,NA,"Fungi","Pertusariales"
"ostropales","Ostropales",FALSE,1,655799,FALSE,"sibling_higher",1,NA,NA,"Fungi","Ostropales"
"archaeoglobales","Archaeoglobales",FALSE,1,366296,FALSE,"",1,NA,NA,"Archaea","Archaeoglobales"
"thermococcales","Thermococcales",FALSE,1,517018,FALSE,"",1,NA,NA,"Archaea","Thermococcales"
"methanonatronarchaeales","Methanonatronarchaeales",FALSE,1,7001148,FALSE,"sibling_higher",1,NA,NA,"Archaea","Methanonatronarchaeales"
"conexivisphaerales","Conexivisphaera",TRUE,0.800000011920929,7562556,FALSE,"",1,NA,NA,"Bacteria","Conexivisphaera"
"nitrososphaerales","Nitrososphaerales",FALSE,1,686295,FALSE,"",1,NA,NA,"Archaea","Nitrososphaerales"
"nitrosopumilales","Nitrosopumilales",FALSE,1,701766,FALSE,"barren, merged",1,NA,NA,"Archaea","Nitrosopumilales"
"thermofilales","Thermophilales",TRUE,0.857142865657806,5246957,FALSE,"",1,NA,NA,"Bacteria","Thermophilales"
"acidilobales","Acidilobales",FALSE,1,732032,FALSE,"",1,NA,NA,"Archaea","Acidilobales"
"fervidicoccales","Fervidicoccales",FALSE,1,915911,FALSE,"",1,NA,NA,"Archaea","Fervidicoccales"
"desulfurococcales","Desulfurococcales",FALSE,1,857129,FALSE,"",1,NA,NA,"Archaea","Desulfurococcales"
"sulfolobales","Sulfolobales",FALSE,1,98100,FALSE,"",1,NA,NA,"Archaea","Sulfolobales"
"thermoproteales","Thermoproteales",FALSE,1,1043516,FALSE,"",1,NA,NA,"Archaea","Thermoproteales"
"methanotrichales","Methanosaetaceae",TRUE,0.823529422283173,463348,FALSE,"",1,NA,NA,"Bacteria","Methanosaetaceae"
"methanophagales","Methanophagales",FALSE,1,4796396,FALSE,"barren, merged",1,NA,NA,"Archaea","Methanophagales"
"methanocellales","Methanocellales",FALSE,1,404441,FALSE,"",1,NA,NA,"Archaea","Methanocellales"
"methanosarcinales","Methanosarcinales",FALSE,1,224263,FALSE,"",1,NA,NA,"Archaea","Methanosarcinales"
"methanomicrobiales","Methanomicrobiales",FALSE,1,44044,FALSE,"",1,NA,NA,"Archaea","Methanomicrobiales"
"halobacteriales","Halobacteriales",FALSE,1,366302,FALSE,"",1,NA,NA,"Archaea","Halobacteriales"
"methanopyrales","Methanopyrales",FALSE,1,1039775,FALSE,"",1,NA,NA,"Archaea","Methanopyrales"
"methanococcales","Methanococcales",FALSE,1,565091,FALSE,"",1,NA,NA,"Archaea","Methanococcales"
"methanobacteriales","Methanobacteriales",FALSE,1,349564,FALSE,"",1,NA,NA,"Archaea","Methanobacteriales"
"diptera","Diptera",FALSE,1,661378,FALSE,"sibling_higher",1,"Insecta","Arthropoda","Animalia","Diptera"
"anostraca","Anostraca",FALSE,1,632173,FALSE,"",1,"Branchiopoda","Arthropoda","Animalia","Anostraca"
"entomobryomorpha","Entomobryomorpha",FALSE,1,635924,FALSE,"",1,"Collembola","Arthropoda","Animalia","Entomobryomorpha"
"poduromorpha","Poduromorpha",FALSE,1,635925,FALSE,"",1,"Collembola","Arthropoda","Animalia","Poduromorpha"
"ephemeroptera","Ephemeroptera",FALSE,1,565986,FALSE,"",1,"Insecta","Arthropoda","Animalia","Ephemeroptera"
"odonata","Odonata",FALSE,1,133665,FALSE,"",1,"Insecta","Arthropoda","Animalia","Odonata"
"orthoptera","Orthoptera",FALSE,1,1095594,FALSE,"",1,"Insecta","Arthropoda","Animalia","Orthoptera"
"blattodea","Blattodea",FALSE,1,920179,FALSE,"",1,"Insecta","Arthropoda","Animalia","Blattodea"
"dermaptera","Dermaptera",FALSE,1,567692,FALSE,"",1,"Insecta","Arthropoda","Animalia","Dermaptera"
"hemiptera","Hemiptera",FALSE,1,603650,FALSE,"sibling_higher",1,"Insecta","Arthropoda","Animalia","Hemiptera"
"lepidoptera","Lepidoptera",FALSE,1,965954,FALSE,"",1,"Insecta","Arthropoda","Animalia","Lepidoptera"
"hymenoptera","Hymenoptera",FALSE,1,753726,FALSE,"sibling_higher",1,"Insecta","Arthropoda","Animalia","Hymenoptera"
"coleoptera","Coleoptera",FALSE,1,865243,FALSE,"sibling_higher",1,"Insecta","Arthropoda","Animalia","Coleoptera"
"siphonaptera","Siphonaptera",FALSE,1,656313,FALSE,"sibling_higher",2,"Insecta","Arthropoda","Animalia","Siphonaptera"
"gunnerales","Gunnerales",FALSE,1,134738,FALSE,"",1,"Magnoliopsida","Streptophyta","Plantae","Gunnerales"
"lamiales","Lamiales",FALSE,1,23736,FALSE,"",1,"Magnoliopsida","Streptophyta","Plantae","Lamiales"
"asparagales","Asparagales",FALSE,1,557124,FALSE,"",1,"Magnoliopsida","Streptophyta","Plantae","Asparagales"
"pandanales","Pandanales",FALSE,1,17708,FALSE,"",1,"Magnoliopsida","Streptophyta","Plantae","Pandanales"
"poales","Poales",FALSE,1,921871,FALSE,"",1,"Magnoliopsida","Streptophyta","Plantae","Poales"
"dendrocerotales","Dendrocerotales",FALSE,1,707509,FALSE,"",1,"Anthocerotopsida","Streptophyta","Plantae","Dendrocerotales"
"andreaeales","Andreaeales",FALSE,1,1087126,FALSE,"",1,"Andreaeopsida","Streptophyta","Plantae","Andreaeales"
"bartramiales","Bartramiales",FALSE,1,520587,FALSE,"",1,"Bryopsida","Streptophyta","Plantae","Bartramiales"
"bryales","Bryales",FALSE,1,195707,FALSE,"",1,"Bryopsida","Streptophyta","Plantae","Bryales"
"dicranales","Dicranales",FALSE,1,821363,FALSE,"",1,"Bryopsida","Streptophyta","Plantae","Dicranales"
"diphysciales","Diphysciales",FALSE,1,620617,FALSE,"",1,"Bryopsida","Streptophyta","Plantae","Diphysciales"
"encalyptales","Encalyptales",FALSE,1,555465,FALSE,"",1,"Bryopsida","Streptophyta","Plantae","Encalyptales"
"funariales","Funariales",FALSE,1,821347,FALSE,"",1,"Bryopsida","Streptophyta","Plantae","Funariales"
"grimmiales","Grimmiales",FALSE,1,555464,FALSE,"",1,"Bryopsida","Streptophyta","Plantae","Grimmiales"
"hedwigiales","Hedwigiales",FALSE,1,47736,FALSE,"",1,"Bryopsida","Streptophyta","Plantae","Hedwigiales"
"hookeriales","Hookeriales",FALSE,1,671413,FALSE,"",1,"Bryopsida","Streptophyta","Plantae","Hookeriales"
"hypnales","Hypnales",FALSE,1,1087131,FALSE,"",1,"Bryopsida","Streptophyta","Plantae","Hypnales"
"orthotrichales","Orthotrichales",FALSE,1,555463,FALSE,"",1,"Bryopsida","Streptophyta","Plantae","Orthotrichales"
"pottiales","Pottiales",FALSE,1,188958,FALSE,"",1,"Bryopsida","Streptophyta","Plantae","Pottiales"
"rhizogoniales","Rhizogoniales",FALSE,1,47742,FALSE,"",1,"Bryopsida","Streptophyta","Plantae","Rhizogoniales"
"splachnales","Splachnales",FALSE,1,555469,FALSE,"",1,"Bryopsida","Streptophyta","Plantae","Splachnales"
"timmiales","Timmiales",FALSE,1,620612,FALSE,"sibling_higher",1,"Bryopsida","Streptophyta","Plantae","Timmiales"
"pseudoditrichales","Pseudoditrichales",FALSE,1,7044698,FALSE,"",1,"Bryopsida","Streptophyta","Plantae","Pseudoditrichales"
"polytrichales","Polytrichales",FALSE,1,821351,FALSE,"",1,"Polytrichopsida","Streptophyta","Plantae","Polytrichales"
"fossombroniales","Fossombroniales",FALSE,1,663788,FALSE,"",1,"Jungermanniopsida","Streptophyta","Plantae","Fossombroniales"
"jungermanniales","Jungermanniales",FALSE,1,56621,FALSE,"",1,"Jungermanniopsida","Streptophyta","Plantae","Jungermanniales"
"metzgeriales","Metzgeriales",FALSE,1,165059,FALSE,"",1,"Jungermanniopsida","Streptophyta","Plantae","Metzgeriales"
"pallaviciniales","Pallaviciniales",FALSE,1,1085640,FALSE,"",1,"Jungermanniopsida","Streptophyta","Plantae","Pallaviciniales"
"pleuroziales","Pleuroziales",FALSE,1,583675,FALSE,"",1,"Jungermanniopsida","Streptophyta","Plantae","Pleuroziales"
"porellales","Porellales",FALSE,1,633599,FALSE,"",1,"Jungermanniopsida","Streptophyta","Plantae","Porellales"
"ptilidiales","Ptilidiales",FALSE,1,636633,FALSE,"",1,"Jungermanniopsida","Streptophyta","Plantae","Ptilidiales"
"marchantiales","Marchantiales",FALSE,1,927429,FALSE,"",1,"Marchantiopsida","Streptophyta","Plantae","Marchantiales"
"selaginellales","Selaginellales",FALSE,1,144821,FALSE,"sibling_higher",1,"Lycopodiopsida","Streptophyta","Plantae","Selaginellales"
"isoetales","Isoetales",FALSE,1,113190,FALSE,"sibling_higher",1,"Lycopodiopsida","Streptophyta","Plantae","Isoetales"
"hymenophyllales","Hymenophyllales",FALSE,1,645153,FALSE,"",1,"Polypodiopsida","Streptophyta","Plantae","Hymenophyllales"
"polypodiales","Polypodiales",FALSE,1,93178,FALSE,"",1,"Polypodiopsida","Streptophyta","Plantae","Polypodiales"
"schizaeales","Schizaeales",FALSE,1,472169,FALSE,"",1,"Polypodiopsida","Streptophyta","Plantae","Schizaeales"
"caryophyllales","Caryophyllales",FALSE,1,216628,FALSE,"sibling_higher",1,"Magnoliopsida","Streptophyta","Plantae","Caryophyllales"
"gentianales","Gentianales",FALSE,1,524062,FALSE,"",1,"Magnoliopsida","Streptophyta","Plantae","Gentianales"
"ranunculales","Ranunculales",FALSE,1,872975,FALSE,"sibling_higher",1,"Magnoliopsida","Streptophyta","Plantae","Ranunculales"
"malpighiales","Malpighiales",FALSE,1,429482,FALSE,"",1,"Magnoliopsida","Streptophyta","Plantae","Malpighiales"
"malvales","Malvales",FALSE,1,229284,FALSE,"",1,"Magnoliopsida","Streptophyta","Plantae","Malvales"
"commelinales","Commelinales",FALSE,1,402582,FALSE,"",1,"Magnoliopsida","Streptophyta","Plantae","Commelinales"
"cucurbitales","Cucurbitales",FALSE,1,11011,FALSE,"",1,"Magnoliopsida","Streptophyta","Plantae","Cucurbitales"
"sapindales","Sapindales",FALSE,1,229288,FALSE,"",1,"Magnoliopsida","Streptophyta","Plantae","Sapindales"
"ericales","Ericales",FALSE,1,648892,FALSE,"sibling_higher",1,"Magnoliopsida","Streptophyta","Plantae","Ericales"
